feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
265.89948322885033,64.49301716855179,60.757848032031006,510929738.0,0.417,7.5007983687898e+28,83.182,210.594,62.409,401.048,351.328,369.312,314.959,-10.002,0.117
268.11136375938474,72.65052685016516,69.65906197557482,510929738.0,0.294,8.4381021691069e+28,86.134,291.213,95.129,413.256,363.237,386.066,321.42,-3.341,0.127
270.09565116824075,80.40721050366695,75.32747678392879,542721010.0,0.367,1.6771080973591e+29,88.568,246.232,-11.241,434.7,386.288,408.57,355.256,13.004,0.151
271.5933202019471,87.48647943711818,77.4035707683855,5006860589.0,0.281,1.4384773036662e+30,176.057,109.988,3.191,468.199,518.436,496.053,-299.609,-3.833,0.089
272.7260367004094,94.01000476042205,76.18406769358259,5006860589.0,0.264,1.5120292294604e+31,172.721,107.848,-8.762,452.299,472.284,462.917,-358.678,-1.683,0.0875
273.9475248687623,100.44513451235132,72.52321061316381,5006860589.0,0.277,1.3547570950408e+31,171.399,112.786,-1.137,444.901,463.96,455.945,-390.295,0.048,0.0917
275.2260083147437,106.75782912207825,66.76588272108926,5560039346.0,0.261,2.5499329783914e+30,169.335,83.139,-16.077,446.529,457.173,452.908,-425.873,-2.02,0.0907
276.4356022571151,112.81102270303323,59.16129665297356,6119726089.0,0.274,1.0337989852134e+31,166.902,81.812,-3.652,454.332,455.729,453.446,-502.392,8.893,0.0953
277.45128773949415,118.46843962949384,50.00711623607911,6119726089.0,0.375,1.1864567898084e+31,165.276,95.252,-6.846,455.426,455.305,453.021,-460.779,6.985,0.0982
278.29829756082785,123.75101482330741,39.83360002325302,6119726089.0,0.44,1.2402770053847e+30,164.143,110.508,-1.759,453.603,451.749,452.048,-396.921,8.52,0.0984
278.9512863231636,128.63271779541859,29.156920898606607,6119726089.0,0.502,1.9928211460356e+30,162.87,100.42,0.046,449.697,449.005,450.888,-402.73,46.191,0.139
279.47171727224935,133.1832004542549,18.626838357243624,6119726089.0,0.371,6.2586841646456e+30,161.893,120.946,-5.255,428.123,445.112,440.563,-438.517,-11.999,0.0864
280.39336736567566,137.95693772201852,9.398656674496605,6119726089.0,0.33,2.1265009883825e+30,160.79,108.481,1.942,412.083,439.246,430.117,-496.148,-12.857,0.0858
281.7481528480399,142.98415490461295,1.8651427242301575,6119726089.0,0.226,2.3724796783044e+30,159.781,84.408,-4.18,415.048,435.46,426.633,-468.568,-41.82,0.0811
283.20552728662494,147.91135661098184,-4.214617427333455,6119726089.0,0.221,1.9743034800007e+31,158.261,69.681,2.225,416.929,429.253,421.737,-421.539,-2.73,0.084
284.7928705482336,152.74387620592697,-8.826999811490678,6119726089.0,0.318,1.1595091709214e+31,157.138,115.249,1.159,432.46,428.091,425.898,-398.431,13.863,0.0977
286.0885293226614,157.02577324364242,-12.581972833060451,6978842650.0,0.224,7.7671213093326e+30,142.732,77.477,-4.488,464.407,483.88,476.486,-404.664,-16.464,0.0802
286.8891868375943,160.5301419852406,-15.84928262014952,6978842650.0,0.266,6.9170609653815e+30,141.001,65.825,1.636,455.094,476.689,468.25,-408.118,0.573,0.101
287.3311143683797,163.39039682096916,-18.538915389137497,6978842650.0,0.336,2.1842067197785e+30,139.442,88.369,-10.262,444.338,467.677,458.049,-362.325,-1.064,0.0866
287.64990875065416,165.8482893519726,-20.42090889568429,7026656895.0,0.295,2.140610980877e+30,138.041,80.982,4.05,442.128,460.77,451.969,-382.197,7.474,0.0862
287.78753521061094,167.84541920886642,-21.63200902229481,8000872136.0,0.378,1.2549974688263e+31,136.844,96.06,-10.599,442.563,454.73,447.842,-368.386,-10.276,0.0906
287.6984085384439,169.33540477775946,-22.320845172392865,8000872136.0,0.247,1.2373012155009e+31,135.163,81.519,5.084,448.75,449.893,447.544,-371.001,-4.478,0.0827
287.2668758251006,170.2039304497745,-22.699806771243885,8000872136.0,0.295,1.4755560076309e+31,133.93,71.922,-8.265,449.511,447.578,447.215,-389.996,3.318,0.0891
286.5657011812163,170.53586994311007,-22.715716253955314,8000872136.0,0.29,1.8535980970692e+31,132.663,59.135,2.014,444.855,445.147,445.19,-396.209,-7.622,0.0837
285.75736178980185,170.51343969372653,-22.17215488731235,8000872136.0,0.262,1.9763974927733e+31,131.509,61.051,-5.708,438.523,442.805,442.537,-382.399,0.624,0.0832
284.93567984330076,170.2497558691234,-20.955275456874293,8000872136.0,0.432,7.8247506194696e+30,130.284,72.659,-1.046,433.955,442.21,439.768,-385.965,-3.016,0.0864
284.17045978788735,169.83189952992586,-19.009647959619873,8000872136.0,0.309,1.9006385167706e+31,129.02,74.424,6.24,430.002,439.923,436.05,-402.957,-0.579,0.0832
283.532523237784,169.34440569670824,-16.330011655431363,8000872136.0,0.34,5.1156080388463e+31,127.756,82.079,-3.407,431.996,438.627,434.867,-365.148,1.653,0.0846
282.9279963071785,168.69919661432218,-13.15732212988523,8000872136.0,0.325,1.0692970839215e+31,125.756,73.486,3.658,436.661,436.799,435.398,-287.152,0.791,0.0871
282.2832130738261,167.82691272589813,-9.738813840699336,8000872136.0,0.366,8.7599804430848e+30,124.768,78.103,-3.811,441.384,436.128,437.166,-252.789,25.606,0.105
281.56043678808254,166.69595394160393,-6.276127117836689,8000872136.0,0.226,3.7257377428674e+30,123.72,61.765,4.942,446.198,437.569,440.525,-226.662,-4.583,0.0807
280.7131008355844,165.26883935485276,-2.951687735433578,8000872136.0,0.255,1.0268880889289e+30,121.882,55.039,-4.324,445.106,438.713,441.769,-217.138,-5.972,0.0819
279.8669710835563,163.68786877800528,0.289203840995265,8359564502.0,0.339,5.1506735507259e+30,120.607,71.054,-0.239,441.507,439.627,441.623,-223.304,-21.371,0.0822
279.1290766586011,162.0768254022482,3.4924691052986123,8853416309.0,0.305,1.4063385260516e+31,119.696,76.029,-5.034,438.471,441.056,441.052,-196.75,-3.12,0.0782
278.5268923501925,160.4749375511642,6.592112824340504,8853416309.0,0.322,1.4088307986045e+31,118.526,74.131,-0.124,439.571,441.963,441.172,-133.412,-6.463,0.0766
278.00417278695517,158.83206975159996,9.402354265598756,8853416309.0,0.299,5.2705121422875e+30,117.159,63.165,-1.937,442.963,442.682,442.128,-101.732,-7.093,0.0764
277.49971709189487,157.09127577994587,11.730536234316641,8853416309.0,0.257,1.2690966976434e+31,116.369,79.002,1.965,444.568,442.81,442.649,-143.142,1.426,0.0793
277.0187896231305,155.26342293579384,13.479710554132682,8853416309.0,0.215,7.4694823163454e+30,115.596,69.196,-0.046,445.693,442.341,443.517,-187.719,1.733,0.0779
276.5308474011152,153.32281475428366,14.537603962941727,8853416309.0,0.203,8.5321573720075e+30,114.765,67.876,0.256,445.537,442.734,444.256,-184.99,2.153,0.078
276.02472248125724,151.26344557574916,14.844377812630603,8853416309.0,0.272,8.6041573130607e+30,114.255,92.427,-1.234,445.324,443.719,444.828,-183.21,0.106,0.0794
275.4329481287926,149.02175768097302,14.310438840704803,29829733124.0,0.264,3.6638477785922e+32,102.58,110.753,0.386,463.213,471.272,468.86,-146.749,-11.902,0.0699
274.54427339622845,146.39166229800702,12.753464060361674,29829733124.0,0.276,1.5698995682536e+32,102.774,131.235,-1.11,449.321,465.978,460.671,-152.439,-5.181,0.0701
273.59047074480503,143.62970601824168,10.616071904492873,29829733124.0,0.248,4.1509976966203e+31,103.119,130.667,-1.435,425.204,456.494,445.661,-183.55,-19.327,0.0622
272.9928036346153,141.18908186914368,8.600918172811282,29829733124.0,0.233,8.3228121641323e+31,103.171,94.343,-0.583,413.409,447.148,434.043,-188.879,-4.864,0.0665
272.684684180594,139.01693876890297,6.782265022137663,29829733124.0,0.228,1.7747204272953e+31,102.614,80.706,-0.873,404.89,436.357,422.536,-188.356,-10.468,0.0628
272.698793276003,137.1529142449453,5.259672423444383,29829733124.0,0.279,8.3740068127224e+31,102.529,112.205,0.383,402.181,425.695,413.515,-185.406,3.124,0.0641
273.00112988390407,135.56089146485033,3.9742490366890815,29829733124.0,0.339,1.0179919208344e+32,102.713,118.65,-0.816,404.016,417.104,408.96,-161.437,1.248,0.0673
273.3669306554313,134.00205562195103,2.5728400846794792,29829733124.0,0.316,7.1526470116197e+30,102.758,108.534,0.85,416.796,413.123,411.813,-141.319,12.691,0.0708
273.44510623391324,132.10941623040037,0.5679240024314777,30419649105.0,0.307,6.3111746338485e+31,102.62,99.324,-0.065,416.349,409.22,411.332,-172.676,8.113,0.0693
273.39244593235776,130.04324558614428,-1.8554611024315,34661425924.0,1.411,1.8046158050681e+32,102.789,103.37,-1.234,410.736,409.015,410.152,-192.317,296.996,0.267
273.27799163938926,127.88009153757818,-4.542142691444546,34661425924.0,0.312,2.9930418179081e+32,102.764,77.177,-1.178,404.086,407.789,408.258,-193.225,-5.735,0.0667
273.0804296171674,125.60590330422895,-7.406698524976333,34661425924.0,0.331,2.9065104875145e+32,102.146,68.988,-1.757,396.686,406.331,404.039,-229.147,-2.554,0.0676
272.89651458498355,123.32949625612277,-10.196176525454407,34661425924.0,0.355,4.9967207049527e+31,101.823,111.927,0.411,385.918,403.065,396.81,-271.859,-77.869,0.0591
272.8567383080956,121.19333440253351,-12.621166186145821,34661425924.0,0.317,1.9392809233936e+31,101.656,116.777,-0.005,380.517,399.014,390.823,-266.627,-11.485,0.0591
272.854035779444,119.09312316429121,-14.702650454477933,34661425924.0,0.333,2.9512428566996e+32,101.392,102.726,0.199,381.334,392.671,387.099,-259.527,-6.617,0.0631
272.7441311156022,116.88607287534123,-16.515710220666456,34661425924.0,0.326,1.7463296014873e+32,101.494,103.547,-0.32,380.075,387.886,383.356,-258.881,-0.164,0.0591
272.5328730423248,114.58820149323428,-17.929030701875927,34661425924.0,0.33,1.8373499005347e+32,101.78,93.107,-0.429,373.571,382.572,378.21,-262.452,0.217,0.0592
272.4529304102166,112.45480526402048,-18.510319172278393,34661425924.0,0.313,2.8473873117145e+32,101.966,98.609,-0.955,324.141,356.053,343.966,-298.667,-11.774,0.0522
273.0539161415942,111.05968193416281,-17.54175280130294,34758212115.0,0.375,2.4588930886019e+32,101.85,111.183,1.198,350.016,340.482,340.148,-257.59,17.467,0.0613
273.80812708931904,109.86176491867364,-15.711783838678391,35002482026.0,0.335,2.9600617481062e+32,102.024,105.543,1.073,359.166,339.765,345.597,-269.775,4.799,0.0582
274.6593577205747,108.79602155219803,-13.253566865351146,35002482026.0,0.288,3.4288749486913e+32,102.141,88.901,-0.377,361.209,341.695,350.503,-270.276,6.404,0.0575
275.72291258090814,107.97426366375551,-10.220410707676473,35002482026.0,0.298,9.4215672790128e+31,101.729,74.164,-0.468,361.448,348.372,355.715,-259.256,2.772,0.063
276.97845790739524,107.3649219403158,-6.877519576035279,35002482026.0,0.338,7.2734991662548e+31,101.74,97.407,0.435,370.091,356.406,363.294,-242.372,9.544,0.0638
278.1929041601713,106.71340104953438,-3.779841519368903,35002482026.0,0.401,3.1350018192999e+31,101.866,117.692,0.581,387.695,366.944,374.714,-215.217,14.176,0.0657
279.0527451028905,105.68537161659026,-1.5312918387476944,35002482026.0,0.332,2.7752504801914e+31,102.06,116.996,0.45,394.037,374.758,381.425,-224.063,3.026,0.0649
279.6937756645592,104.41579117257179,-0.09145168886613247,35002482026.0,0.328,2.1060425253672e+31,101.984,99.427,-0.107,391.409,377.863,384.302,-235.86,-2.604,0.0621
280.29087146920915,103.08707951930523,0.7350870838338649,35002482026.0,0.329,3.4724970470527e+31,102.472,105.759,0.14,384.112,380.316,384.699,-246.941,-4.326,0.0628
280.9566353800421,101.81766392048894,1.11386636286919,35002482026.0,0.252,1.3750325348883e+32,102.566,80.402,-0.055,383.212,383.932,385.795,-237.508,-7.534,0.06
281.6068026178089,100.52163275015714,0.9957151376740258,35002482026.0,0.317,1.4383410938035e+32,102.242,72.985,-0.44,385.678,387.626,386.913,-230.517,4.507,0.0649
282.17346891209525,99.12934912569125,0.3804794769802125,35002482026.0,0.377,2.0753226101806e+32,102.061,98.252,-0.006,384.731,388.141,385.58,-237.957,-4.507,0.06
282.7067232278311,97.69371281707363,-0.5509186567939046,35002482026.0,0.34,5.130022700963e+31,101.883,110.221,0.383,384.163,385.557,384.544,-234.57,2.127,0.0613
283.16856846014093,96.1797066808378,-1.6814330818733763,35002482026.0,0.318,5.3705497986052e+32,101.483,95.456,0.202,383.115,383.987,383.855,-225.143,-6.418,0.0608
283.54073022059316,94.57666990782226,-2.8285208569418874,35640558234.0,0.338,3.986497868561e+32,101.227,99.814,-0.26,375.244,381.276,379.68,-232.713,-2.675,0.0584
284.14734376485444,93.22983470979975,-3.376932430733635,35985640265.0,0.326,1.7974758584095e+32,98.531,51.498,-0.599,328.76,340.464,335.588,-261.61,5.135,0.0533
285.55556632619005,92.72455147712343,-2.5317671682577885,39603666252.0,0.365,1.2457408662463e+32,96.618,88.934,0.085,356.718,344.13,349.363,-202.465,0.062,0.0553
287.2676823178506,92.5387402798472,-0.9342605442918882,39603666252.0,0.414,1.9465471539691e+32,96.385,84.328,-0.243,363.588,349.965,355.002,-184.369,12.475,0.0574
289.1568893258162,92.51540810194906,1.0491433494719957,39603666252.0,0.41,2.8436098191459e+32,96.272,110.466,0.723,380.665,358.244,366.246,-124.05,-14.331,0.0626
290.78870182777604,92.17969337373552,2.6530814539049627,39603666252.0,0.396,8.1796180871594e+30,96.699,129.617,1.314,407.029,370.565,383.819,-77.529,20.229,0.0664
291.6982395755438,91.03502520596635,3.1681039308797905,39603666252.0,0.341,1.6449288820345e+32,97.049,98.349,0.844,407.321,378.045,390.504,-104.539,5.717,0.0606
292.32612222034413,89.52889461684576,3.11647272710971,39603666252.0,0.32,1.0930551935263e+32,96.89,79.429,-0.742,397.268,384.28,392.698,-117.585,-5.287,0.0593
